Order_Date,Product,Category,Quantity,Unit_Price,Customer_ID
2025-06-29,Monitor,Electronics,1,1885.175125250196,1076
2025-06-30,Mouse,Accessories,5,44524.85513851226,1081
2025-07-01,Monitor,Electronics,1,39566.61715864649,1085
2025-07-02,Monitor,Electronics,1,11667.873531751447,1029
2025-07-03,Laptop,Electronics,2,42465.27209377696,1065
2025-07-04,Monitor,Electronics,7,44753.23496433641,1026
2025-07-05,Laptop,Accessories,8,37779.90972601643,1037
2025-07-06,Laptop,Accessories,5,14285.140570543677,1097
2025-07-07,Headphones,Electronics,3,47093.64943170278,1097
2025-07-08,Headphones,Electronics,3,37900.47400119993,1041
2025-07-09,Mouse,Accessories,7,23700.993793122667,1015
2025-07-10,Monitor,Accessories,7,6986.3996853431,1074
2025-07-11,Keyboard,Accessories,6,44043.76419427314,1051
2025-07-12,Mouse,Electronics,1,7210.930504743178,1030
2025-07-13,Headphones,Electronics,7,42401.72994650792,1019
2025-07-14,Headphones,Accessories,4,2201.6145207090594,1002
2025-07-15,Keyboard,Electronics,2,45861.757572511975,1095
2025-07-16,Laptop,Electronics,4,6092.571357380429,1042
2025-07-17,Mouse,Accessories,8,29084.354792417165,1088
2025-07-18,Mouse,Electronics,7,38464.07291093022,1062
2025-07-19,Keyboard,Accessories,8,26050.776609606455,1006
2025-07-20,Laptop,Electronics,3,,1070
2025-07-21,Monitor,Electronics,9,3218.033715162118,1086
2025-07-22,Mouse,Accessories,9,29326.663732386427,1027
2025-07-23,Headphones,Accessories,3,33783.555589917865,1001
2025-07-24,Keyboard,Electronics,1,12018.411691970576,1007
2025-07-25,Headphones,Accessories,8,38289.062779989086,1094
2025-07-26,Monitor,Electronics,3,6827.60173781717,1050
2025-07-27,Laptop,Electronics,1,27157.78383664434,1039
2025-07-28,Monitor,Accessories,2,14985.72404161347,1028
2025-07-29,Monitor,Electronics,6,32870.957664043446,1043
2025-07-30,Laptop,Electronics,2,12914.041218631439,1000
2025-07-31,Headphones,Electronics,1,49159.44609732997,1068
2025-08-01,Laptop,Electronics,6,12940.89451149047,1032
2025-08-02,Laptop,Accessories,4,20805.824484731358,1013
2025-08-03,Monitor,Electronics,4,38631.29370083953,1035
2025-08-04,Keyboard,Electronics,2,48135.24884900228,1057
2025-08-05,Keyboard,Electronics,7,17653.45537483517,1071
2025-08-06,Headphones,Accessories,1,23120.472379582698,1081
2025-08-07,Monitor,Accessories,8,40893.55527362798,1074
2025-08-08,Headphones,Accessories,4,13243.09600589831,1025
2025-08-09,Laptop,Accessories,7,10453.637883411924,1007
2025-08-10,Keyboard,Electronics,3,23678.97892206735,1000
2025-08-11,Monitor,Accessories,3,44739.33669083945,1071
2025-08-12,Laptop,Accessories,6,43671.97194905008,1037
2025-08-13,Headphones,Accessories,7,49017.976390784905,1042
2025-08-14,Laptop,Electronics,1,16260.474356562328,1073
2025-08-15,Keyboard,Accessories,4,17756.169723276395,1018
2025-08-16,Laptop,Accessories,8,29756.62908413277,1029
2025-08-17,Keyboard,Electronics,5,44131.24272473053,1055
2025-08-18,Laptop,Electronics,3,29744.525350204847,1000
2025-08-19,Laptop,Accessories,4,12583.42425788277,1062
2025-08-20,Mouse,Accessories,5,43359.27077444962,1090
2025-08-21,Mouse,Electronics,2,3137.6231251135077,1099
2025-08-22,Monitor,Electronics,4,6492.075335983636,1074
2025-08-23,Headphones,Electronics,4,2522.11127519785,1006
2025-08-24,Laptop,Accessories,3,5901.126480984298,1079
2025-08-25,Keyboard,Electronics,4,29019.498044200038,1042
2025-08-26,Laptop,Electronics,6,39138.011114820874,1056
2025-08-27,Mouse,Electronics,5,18533.67976144251,1063
2025-08-28,Headphones,Accessories,8,23907.743643777412,1063
2025-08-29,Monitor,Electronics,3,32808.50970496214,1012
2025-08-30,Monitor,Electronics,7,5975.778964655419,1047
2025-08-31,Headphones,Accessories,5,9470.992314864212,1018
2025-09-01,Monitor,Electronics,6,21888.756789904615,1074
2025-09-02,Laptop,Electronics,5,48623.979233159174,1030
2025-09-03,Headphones,Accessories,4,3484.1446544360556,1082
2025-09-04,Headphones,Electronics,6,47808.8880112067,1030
2025-09-05,Monitor,Electronics,1,27687.83491073473,1001
2025-09-06,Headphones,Accessories,6,7940.755048387668,1032
2025-09-07,Laptop,Electronics,3,45986.28647268122,1098
2025-09-08,Keyboard,Electronics,9,,1080
2025-09-09,Headphones,Electronics,5,15158.148400257436,1072
2025-09-10,Mouse,Electronics,1,23744.432434513597,1039
2025-09-11,Mouse,Accessories,3,47389.085102419456,1012
2025-09-12,Monitor,Electronics,9,46371.445124661186,1061
2025-09-13,Mouse,Accessories,2,47512.64370600106,1055
2025-09-14,Laptop,Electronics,8,38214.59567438947,1099
2025-09-15,Mouse,Electronics,2,45020.559128647794,1028
2025-09-16,Headphones,Accessories,7,35912.11551720192,1024
2025-09-17,Headphones,Accessories,2,7296.186791886808,1041
2025-09-18,Mouse,Accessories,5,47794.39863798038,1027
2025-09-19,Headphones,Electronics,7,27293.664026993716,1087
2025-09-20,Laptop,Electronics,9,37506.86521380776,1044
2025-09-21,Headphones,Accessories,9,7578.569023947627,1005
2025-09-22,Laptop,Accessories,5,39823.53783181167,1023
2025-09-23,Monitor,Electronics,1,18594.31608114904,1036
2025-09-24,Monitor,Electronics,1,25885.6693183687,1076
2025-09-25,Monitor,Accessories,7,17352.113422343173,1037
2025-09-26,Mouse,Electronics,9,21105.892418683132,1056
2025-09-27,Laptop,Electronics,5,25402.37760000815,1065
2025-09-28,Keyboard,Electronics,8,32551.55966185666,1021
2025-09-29,Monitor,Accessories,4,7481.475086862324,1075
2025-09-30,Monitor,Accessories,9,25083.503282798913,1009
2025-10-01,Keyboard,Electronics,3,19462.136274768494,1021
2025-10-02,Mouse,Accessories,9,35673.981299039064,1024
2025-10-03,Headphones,Accessories,6,20538.96077299134,1010
2025-10-04,Keyboard,Electronics,7,23821.738081135143,1032
2025-10-05,Monitor,Electronics,1,20335.95011267601,1053
2025-10-06,Keyboard,Electronics,6,43759.84932845738,1076
2025-10-07,Mouse,Electronics,9,48245.13069208975,1046
2025-10-08,Headphones,Electronics,9,48386.50579314009,1063
2025-10-09,Keyboard,Accessories,3,45373.92790465527,1088
2025-10-10,Keyboard,Electronics,8,22767.373533171933,1099
2025-10-11,Headphones,Accessories,4,32826.63497440717,1018
2025-10-12,Laptop,Electronics,6,1292.7839874170604,1049
2025-10-13,Laptop,Electronics,8,14643.916511446261,1093
2025-10-14,Headphones,Accessories,4,20742.49262920841,1092
2025-10-15,Headphones,Electronics,2,29943.60687920584,1080
2025-10-16,Keyboard,Electronics,4,7337.922910540677,1079
2025-10-17,Mouse,Electronics,4,34178.37408592967,1078
2025-10-18,Keyboard,Accessories,9,19671.19280978566,1075
2025-10-19,Laptop,Electronics,2,24751.005040053242,1048
2025-10-20,Keyboard,Accessories,5,6302.963647872996,1093
2025-10-21,Monitor,Electronics,5,1021.5314978210675,1012
2025-10-22,Mouse,Accessories,1,40249.159514087034,1025
2025-10-23,Laptop,Electronics,8,7829.377926274665,1023
2025-10-24,Monitor,Accessories,3,15647.942179320125,1059
2025-10-25,Monitor,Accessories,7,24026.697678268367,1018
2025-10-26,Keyboard,Accessories,3,9057.533284449097,1011
2025-10-27,Keyboard,Accessories,1,16947.13461201706,1073
2025-10-28,Keyboard,Accessories,1,,1091
2025-10-29,Keyboard,Electronics,2,35741.829083750155,1097
2025-10-30,Mouse,Electronics,1,7242.673591017892,1062
2025-10-31,Keyboard,Electronics,9,49017.26627030509,1015
2025-11-01,Headphones,Accessories,4,16788.926873872195,1050
2025-11-02,Mouse,Accessories,9,27203.587958167274,1045
2025-11-03,Monitor,Electronics,5,14123.706952184639,1070
2025-11-04,Monitor,Accessories,3,7877.71121706034,1072
2025-11-05,Keyboard,Accessories,2,46723.76108895965,1046
2025-11-06,Headphones,Accessories,6,13967.530705324774,1014
2025-11-07,Mouse,Accessories,2,31046.786098969962,1062
2025-11-08,Laptop,Electronics,5,35609.02423248323,1045
2025-11-09,Monitor,Electronics,2,36670.02830899451,1039
2025-11-10,Mouse,Electronics,2,2162.672883747263,1053
2025-11-11,Monitor,Electronics,6,23893.3918044053,1094
2025-11-12,Keyboard,Electronics,9,6519.757780888245,1031
2025-11-13,Headphones,Accessories,4,49133.49275025782,1025
2025-11-14,Keyboard,Accessories,3,44408.27765540094,1070
2025-11-15,Keyboard,Accessories,8,19097.300372361045,1077
2025-11-16,Headphones,Electronics,4,41738.70632249045,1083
2025-11-17,Headphones,Accessories,7,32081.456307401557,1062
2025-11-18,Mouse,Accessories,6,14853.198687501355,1026
2025-11-19,Keyboard,Electronics,7,23601.456601753296,1031
2025-11-20,Laptop,Electronics,1,23526.275911764893,1095
2025-11-21,Laptop,Accessories,1,46288.07009058944,1020
2025-11-22,Keyboard,Electronics,5,7265.032994818862,1037
2025-11-23,Headphones,Accessories,3,19345.156033681487,1032
2025-11-24,Monitor,Accessories,2,27652.91021107669,1043
2025-11-25,Laptop,Electronics,2,49531.490029317865,1053
2025-11-26,Keyboard,Accessories,2,3501.113153898085,1007
2025-11-27,Monitor,Accessories,1,37061.10266975773,1011
2025-11-28,Monitor,Electronics,1,12359.284964114113,1091
2025-11-29,Keyboard,Electronics,6,20082.232260193974,1000
2025-11-30,Mouse,Electronics,7,38695.43492840979,1029
2025-12-01,Keyboard,Electronics,5,45341.87534539132,1054
2025-12-02,Laptop,Accessories,4,26656.544504906728,1024
2025-12-03,Mouse,Accessories,6,38349.822349165006,1077
2025-12-04,Laptop,Electronics,5,37515.00664739293,1097
2025-12-05,Monitor,Electronics,1,41869.27027295498,1053
2025-12-06,Keyboard,Accessories,3,6358.604811228616,1001
2025-12-07,Laptop,Electronics,6,32488.613297869568,1064
2025-12-08,Laptop,Electronics,7,30922.914371894367,1003
2025-12-09,Mouse,Accessories,6,19508.40884127824,1053
2025-12-10,Keyboard,Accessories,4,15464.838375704881,1035
2025-12-11,Laptop,Accessories,7,8135.853401990377,1004
2025-12-12,Monitor,Electronics,8,3239.142657548935,1051
2025-12-13,Laptop,Accessories,4,21366.321208675785,1004
2025-12-14,Keyboard,Accessories,9,16080.673439967777,1036
2025-12-15,Mouse,Accessories,5,26514.979127575218,1005
2025-12-16,Keyboard,Electronics,9,46049.52155067371,1044
2025-12-17,Headphones,Electronics,4,,1008
2025-12-18,Headphones,Accessories,3,45992.72381762447,1041
2025-12-19,Headphones,Electronics,6,41299.62975458226,1083
2025-12-20,Headphones,Electronics,1,36648.52819787246,1022
2025-12-21,Keyboard,Accessories,3,2590.7193425629343,1042
2025-12-22,Monitor,Accessories,4,3727.715050175432,1070
2025-12-23,Laptop,Electronics,7,22816.138272149565,1019
2025-12-24,Monitor,Electronics,1,2146.192827560379,1064
2025-12-25,Laptop,Accessories,8,28946.595774865913,1036
2025-12-26,Keyboard,Electronics,2,18355.35635422655,1031
2025-12-27,Laptop,Accessories,1,29229.62518905507,1042
2025-12-28,Headphones,Electronics,9,9824.69681536705,1014
2025-12-29,Mouse,Accessories,6,4625.224790067208,1004
2025-12-30,Monitor,Electronics,4,34884.62021888253,1004
2025-12-31,Monitor,Electronics,3,3139.945406527808,1087
2026-01-01,Laptop,Accessories,1,17522.663422982507,1059
2026-01-02,Headphones,Accessories,5,15147.612228975078,1052
2026-01-03,Laptop,Accessories,7,17936.456579664005,1071
2026-01-04,Headphones,Accessories,6,26946.74187033834,1059
2026-01-05,Mouse,Electronics,5,3469.6140402393253,1069
2026-01-06,Headphones,Electronics,9,31093.56938053876,1015
2026-01-07,Monitor,Electronics,3,37395.60094056292,1039
2026-01-08,Headphones,Electronics,1,5827.652829804145,1068
2026-01-09,Laptop,Electronics,2,49653.196203715685,1023
2026-01-10,Monitor,Electronics,4,26543.810103575237,1032
2026-01-11,Keyboard,Accessories,8,13447.582132410482,1075
2026-01-12,Headphones,Electronics,6,42674.04487770778,1078
2026-01-13,Mouse,Accessories,6,6319.2440983000915,1001
2026-01-14,Keyboard,Electronics,6,37120.7063755476,1007
2026-01-15,Monitor,Accessories,1,31814.962486629538,1051
2026-01-16,Monitor,Electronics,6,35637.91476834018,1023
2026-01-17,Mouse,Accessories,2,35355.42828180753,1007
2026-01-18,Monitor,Accessories,6,25163.39715789911,1030
2026-01-19,Headphones,Accessories,9,17246.176182380066,1062
2026-01-20,Laptop,Electronics,5,34507.38782660388,1046
2026-01-21,Keyboard,Accessories,2,8988.02717169087,1047
2026-01-22,Headphones,Electronics,4,33764.243874595566,1076
2026-01-23,Monitor,Accessories,6,12988.614535192022,1016
2026-01-24,Headphones,Accessories,9,2867.801235130668,1028
2026-01-25,Keyboard,Accessories,1,44141.48769637067,1013
2026-01-26,Mouse,Accessories,7,35011.72960710386,1077
2026-01-27,Monitor,Accessories,3,16146.978362472,1097
2026-01-28,Mouse,Electronics,6,40317.799660126875,1050
2026-01-29,Laptop,Accessories,6,1866.4282848492685,1087
2026-01-30,Mouse,Accessories,7,31961.56657702962,1049
2026-01-31,Monitor,Accessories,8,2256.570849013105,1079
2026-02-01,Laptop,Electronics,3,28599.525430041394,1065
2026-02-02,Mouse,Electronics,6,47081.72911989908,1062
2026-02-03,Monitor,Electronics,6,6927.983654738869,1000
2026-02-04,Monitor,Electronics,6,17673.024255828448,1072
2026-02-05,Headphones,Electronics,7,,1033
2026-02-06,Keyboard,Electronics,9,13034.565668725441,1067
2026-02-07,Mouse,Electronics,3,38640.326357438615,1067
2026-02-08,Keyboard,Accessories,4,40701.016086819065,1095
2026-02-09,Headphones,Accessories,9,11326.369699215973,1059
2026-02-10,Mouse,Electronics,2,30799.733138181626,1063
2026-02-11,Monitor,Accessories,3,47248.45753406532,1081
2026-02-12,Keyboard,Accessories,4,8362.299196284615,1034
2026-02-13,Keyboard,Accessories,2,38284.35905384573,1043
2026-02-14,Mouse,Electronics,4,10046.536868678044,1006
2026-02-15,Mouse,Accessories,5,13281.657691035212,1016
2026-02-16,Keyboard,Electronics,8,35353.4360337992,1046
2026-02-17,Headphones,Accessories,6,35578.35205326564,1064
2026-02-18,Headphones,Accessories,6,12817.329694906872,1036
2026-02-19,Monitor,Electronics,5,2082.834612825638,1034
2026-02-20,Keyboard,Electronics,7,29245.79249520083,1020
2026-02-21,Laptop,Electronics,5,48741.925127961,1061
2026-02-22,Monitor,Accessories,7,36452.316182915616,1043
2026-02-23,Monitor,Accessories,3,35009.34287436875,1032
2026-02-24,Mouse,Accessories,7,40507.08164674183,1080
2026-02-25,Monitor,Accessories,9,30946.400719770536,1079
2026-02-26,Monitor,Accessories,6,14973.231457252827,1041
2026-02-27,Laptop,Accessories,5,2970.85683999593,1090
2026-02-28,Laptop,Accessories,6,46242.92736446431,1095
2026-03-01,Laptop,Electronics,8,29626.91772382805,1069
2026-03-02,Keyboard,Electronics,5,13622.747486346512,1082
2026-03-03,Laptop,Accessories,4,13085.12918189878,1025
2026-03-04,Keyboard,Accessories,6,23158.792473378668,1087
2026-03-05,Monitor,Electronics,8,44614.44237008023,1040
2026-03-06,Laptop,Electronics,9,4302.0305117782755,1063
2026-03-07,Headphones,Electronics,4,40650.16514495757,1046
2026-03-08,Monitor,Electronics,4,27289.65422215058,1087
2026-03-09,Monitor,Electronics,3,22832.901757014217,1007
2026-03-10,Keyboard,Accessories,6,48420.457627492724,1067
2026-03-11,Headphones,Accessories,3,41921.366938712454,1046
2026-03-12,Mouse,Accessories,9,14770.56000458333,1051
2026-03-13,Monitor,Accessories,4,18743.920523698707,1025
2026-03-14,Laptop,Accessories,8,669.0717562650229,1037
2026-03-15,Monitor,Accessories,4,33132.22979842134,1002
2026-03-16,Headphones,Accessories,2,36680.47899050245,1013
2026-03-17,Mouse,Accessories,6,20055.67375692422,1033
2026-03-18,Monitor,Electronics,2,18205.203766780156,1090
2026-03-19,Mouse,Electronics,1,25170.925355353724,1032
2026-03-20,Monitor,Electronics,5,16974.092420439647,1085
2026-03-21,Monitor,Electronics,9,37562.59410137881,1028
2026-03-22,Keyboard,Accessories,4,32804.306488041264,1015
2026-03-23,Laptop,Electronics,9,30573.94623898118,1017
2026-03-24,Keyboard,Electronics,8,36790.637150250746,1044
2026-03-25,Mouse,Accessories,6,11501.031499919467,1097
2026-03-26,Monitor,Accessories,6,28744.359932986015,1045
2026-03-27,Keyboard,Accessories,8,,1036
2026-03-28,Headphones,Accessories,5,40227.5650227383,1017
2026-03-29,Laptop,Electronics,9,41826.250301533706,1091
2026-03-30,Mouse,Electronics,2,38400.20507578231,1076
2026-03-31,Laptop,Accessories,1,43260.10984462152,1003
2026-04-01,Headphones,Accessories,4,38966.5937022154,1038
2026-04-02,Mouse,Electronics,6,49529.98446993882,1091
2026-04-03,Laptop,Accessories,2,3032.434060642844,1097
2026-04-04,Monitor,Electronics,1,26524.662930340986,1002
2026-04-05,Headphones,Electronics,1,5363.011856392297,1032
2026-04-06,Headphones,Accessories,7,21256.123731995303,1037
2026-04-07,Monitor,Accessories,1,9390.10535523055,1006
2026-04-08,Headphones,Electronics,5,11450.313949035397,1018
